Room,Start_date,End_date,Cost,Is_cancelled,Number_of_nights,Breakfast,Dinner
205,2023-05-03,2023-05-09,882,False,6,True,True
305,2018-05-03,2018-05-09,1902,False,6,True,True
205,2017-11-22,2017-11-28,894,False,6,False,False
102,2016-07-04,2016-07-09,530,False,5,True,True
207,2018-05-30,2018-06-09,1490,False,10,True,True
106,2016-07-23,2016-08-06,1526,False,14,True,True
208,2023-01-20,2023-01-25,740,False,5,True,True
304,2017-06-22,2017-07-03,3388,False,11,True,True
301,2023-01-02,2023-01-05,984,False,3,False,False
301,2017-02-24,2017-03-08,4032,False,12,False,False
102,2016-03-30,2016-04-12,1339,False,13,True,True
210,2020-12-05,2020-12-07,296,False,2,False,False
301,2019-03-29,2019-04-06,2464,False,8,True,True
302,2019-12-16,2019-12-22,1974,False,6,True,True
103,2020-11-27,2020-12-11,1302,False,14,False,False
302,2021-02-22,2021-02-28,2022,False,6,True,False
108,2016-05-13,2016-05-14,106,True,1,True,False
105,2023-07-31,2023-08-13,1404,False,13,True,True
110,2022-06-12,2022-06-15,303,False,3,False,False
305,2018-12-29,2019-01-02,1208,False,4,True,True
203,2016-05-10,2016-05-19,1314,False,9,True,True
303,2023-11-08,2023-11-12,1208,False,4,False,False
107,2018-11-29,2018-12-01,196,False,2,False,False
303,2019-07-06,2019-07-09,936,False,3,False,False
205,2018-09-15,2018-09-17,300,False,2,True,True
106,2018-07-18,2018-07-22,388,False,4,False,False
109,2021-07-11,2021-07-25,1316,False,14,True,True
208,2020-03-26,2020-04-03,1192,True,8,True,False
108,2018-10-08,2018-10-15,714,False,7,True,True
207,2020-07-03,2020-07-08,750,False,5,True,True
105,2015-08-29,2015-09-03,510,False,5,False,True
302,2024-05-22,2024-06-05,4830,False,14,True,True
209,2018-11-14,2018-11-19,705,False,5,False,True
210,2018-05-08,2018-05-13,705,False,5,False,False
107,2015-03-25,2015-04-06,1236,False,12,True,False
102,2023-02-08,2023-02-18,970,False,10,False,False
209,2020-12-19,2020-12-21,288,False,2,False,False
109,2018-06-16,2018-06-23,651,False,7,True,False
106,2024-07-26,2024-07-28,210,False,2,False,False
201,2022-11-12,2022-11-22,1460,False,10,True,True
204,2020-02-17,2020-02-22,740,False,5,True,True
304,2024-06-30,2024-07-14,4494,False,14,True,True
109,2023-06-16,2023-06-30,1428,False,14,True,True
105,2020-07-09,2020-07-20,1166,False,11,True,True
302,2022-09-14,2022-09-20,2022,False,6,True,False
205,2018-03-24,2018-04-01,1184,False,8,True,True
204,2016-11-15,2016-11-20,725,False,5,True,True
108,2020-04-16,2020-04-28,1128,False,12,True,True
206,2015-12-27,2016-01-01,720,True,5,False,False
305,2016-07-15,2016-07-23,2720,True,8,True,True
105,2015-05-08,2015-05-12,380,False,4,True,True
205,2015-11-07,2015-11-08,149,False,1,False,False
107,2020-06-11,2020-06-12,109,False,1,False,False
206,2022-07-16,2022-07-30,2002,False,14,False,False
209,2023-12-06,2023-12-11,730,False,5,False,False
301,2018-12-19,2018-12-23,1308,False,4,True,True
302,2020-07-18,2020-07-27,3078,False,9,True,True
105,2021-03-16,2021-03-21,480,False,5,True,True
103,2015-02-22,2015-02-28,636,False,6,False,False
205,2021-08-03,2021-08-12,1296,False,9,True,True
209,2015-12-30,2016-01-06,1008,False,7,True,False
108,2023-12-27,2024-01-03,707,False,7,False,False
301,2021-07-15,2021-07-28,4212,False,13,True,True
106,2015-07-18,2015-07-23,485,False,5,True,True
102,2016-12-11,2016-12-14,276,False,3,True,False
208,2022-08-11,2022-08-20,1314,False,9,True,False
204,2021-07-05,2021-07-08,450,True,3,False,False
305,2024-05-29,2024-05-31,628,False,2,False,False
208,2024-07-04,2024-07-05,146,False,1,True,True
108,2021-05-03,2021-05-09,594,False,6,False,False
203,2016-09-15,2016-09-24,1287,False,9,True,True
301,2020-08-09,2020-08-16,2289,False,7,True,True
304,2023-11-21,2023-11-24,918,False,3,False,False
206,2024-06-07,2024-06-17,1430,True,10,True,False
204,2016-06-04,2016-06-16,1716,False,12,True,False
105,2021-02-05,2021-02-06,106,False,1,False,False
302,2023-06-26,2023-06-29,906,False,3,False,False
207,2023-08-30,2023-08-31,142,False,1,True,True
210,2025-01-10,2025-01-12,288,False,2,True,True
203,2019-12-12,2019-12-14,282,True,2,False,True
105,2023-09-01,2023-09-08,651,False,7,False,True
109,2015-11-21,2015-12-01,1080,False,10,True,True
203,2017-11-25,2017-12-09,2002,False,14,True,True
103,2016-08-12,2016-08-23,1133,False,11,True,True
209,2023-05-20,2023-05-30,1410,False,10,True,False
108,2024-06-14,2024-06-28,1358,False,14,True,True
205,2024-11-10,2024-11-15,730,False,5,False,False
109,2016-07-26,2016-08-05,980,False,10,False,False
107,2019-11-12,2019-11-19,679,False,7,True,True
205,2022-10-31,2022-11-10,1410,False,10,True,False
301,2015-03-18,2015-03-29,3707,False,11,True,True
204,2018-01-22,2018-01-31,1350,False,9,True,True
102,2017-12-21,2017-12-31,1030,False,10,True,False
103,2021-03-06,2021-03-15,900,False,9,False,False
103,2024-10-24,2024-10-25,91,False,1,False,False
301,2016-05-28,2016-06-02,1715,False,5,False,False
109,2017-02-06,2017-02-12,636,False,6,True,True
302,2016-11-14,2016-11-18,1216,False,4,True,True
207,2023-12-03,2023-12-08,735,False,5,False,True
205,2018-05-05,2018-05-14,1287,False,9,True,True
202,2021-02-10,2021-02-14,600,False,4,False,False
101,2015-05-31,2015-06-01,101,False,1,True,True
205,2020-01-06,2020-01-09,429,False,3,False,False
102,2024-09-04,2024-09-12,864,False,8,True,False
107,2016-03-16,2016-03-25,873,False,9,True,True
108,2024-04-04,2024-04-08,440,False,4,True,False
106,2015-05-12,2015-05-18,612,True,6,False,False
203,2024-07-28,2024-08-04,1050,False,7,False,False
303,2021-04-24,2021-04-27,912,False,3,False,False
304,2015-12-03,2015-12-05,610,False,2,False,False
303,2021-12-20,2021-12-24,1268,False,4,True,False
206,2021-07-09,2021-07-15,882,False,6,True,True
110,2021-01-03,2021-01-07,424,False,4,False,False
102,2015-03-23,2015-03-28,545,False,5,False,False
210,2015-06-18,2015-06-29,1639,False,11,True,True
305,2020-07-04,2020-07-14,3080,False,10,True,True
202,2018-05-12,2018-05-25,1937,False,13,False,True
110,2022-03-14,2022-03-15,107,False,1,True,True
303,2019-02-18,2019-02-25,2163,False,7,False,False
304,2017-07-07,2017-07-18,3388,False,11,True,True
105,2024-02-13,2024-02-22,828,False,9,True,True
108,2018-11-27,2018-12-10,1300,False,13,True,True
101,2016-05-29,2016-06-04,612,False,6,True,True
305,2024-12-04,2024-12-09,1650,False,5,True,True
210,2016-07-27,2016-08-01,740,False,5,True,True
108,2017-11-25,2017-11-30,490,False,5,False,False
108,2018-05-29,2018-05-31,196,False,2,True,False
207,2022-03-03,2022-03-16,1833,False,13,True,True
110,2016-12-19,2016-12-20,94,False,1,False,False
104,2016-12-11,2016-12-16,505,False,5,True,True
106,2018-08-15,2018-08-17,200,False,2,False,False
104,2017-07-03,2017-07-12,936,False,9,True,True
109,2016-04-15,2016-04-21,648,False,6,False,False
102,2018-04-21,2018-04-26,520,False,5,False,False
304,2016-04-11,2016-04-23,3960,True,12,False,False
303,2018-06-02,2018-06-14,4176,False,12,True,False
104,2016-04-09,2016-04-17,760,False,8,True,True
209,2018-10-12,2018-10-19,980,False,7,True,True
103,2023-12-09,2023-12-17,792,False,8,True,True
208,2020-06-10,2020-06-12,288,False,2,False,False
204,2024-05-14,2024-05-23,1314,False,9,True,True
106,2023-05-07,2023-05-13,612,False,6,False,False
104,2019-05-14,2019-05-16,212,False,2,False,False
209,2023-12-19,2023-12-31,1728,False,12,True,True
105,2019-01-17,2019-01-20,306,True,3,True,True
105,2020-02-12,2020-02-23,1034,True,11,True,True
304,2015-08-17,2015-08-29,4140,False,12,True,True
301,2019-12-23,2019-12-31,2776,False,8,True,True
109,2023-05-09,2023-05-15,540,False,6,True,True
203,2017-09-07,2017-09-10,423,False,3,True,False
108,2021-01-26,2021-01-28,188,False,2,True,False
202,2017-11-22,2017-11-25,420,False,3,True,True
108,2015-02-24,2015-02-25,101,False,1,True,True
101,2016-12-04,2016-12-15,1034,True,11,False,True
204,2015-02-22,2015-03-02,1152,False,8,True,True
110,2016-05-11,2016-05-23,1164,False,12,True,True
202,2020-07-08,2020-07-11,423,True,3,True,True
305,2017-12-16,2017-12-30,4228,True,14,True,True
210,2024-07-03,2024-07-07,592,True,4,False,False
104,2024-02-06,2024-02-20,1512,False,14,True,True
207,2022-01-10,2022-01-18,1192,False,8,False,False
103,2021-01-27,2021-02-04,768,False,8,True,True
101,2024-03-20,2024-03-28,736,False,8,False,False
303,2021-01-09,2021-01-10,333,False,1,False,False
209,2024-03-05,2024-03-18,1924,False,13,True,True
303,2024-06-22,2024-06-27,1690,False,5,False,False
104,2019-03-31,2019-04-01,98,False,1,True,True
110,2021-03-29,2021-04-03,490,False,5,True,True
104,2019-06-18,2019-07-01,1326,False,13,True,True
210,2019-05-05,2019-05-07,286,False,2,False,False
203,2017-06-27,2017-07-02,710,False,5,False,False
105,2024-03-26,2024-04-03,880,False,8,True,True
201,2019-02-03,2019-02-13,1480,False,10,True,True
103,2015-04-02,2015-04-08,648,False,6,True,False
102,2022-06-13,2022-06-15,208,False,2,False,True
205,2016-07-19,2016-08-02,2072,False,14,True,True
301,2018-04-02,2018-04-05,984,False,3,False,False
209,2024-06-27,2024-07-07,1500,False,10,True,True
305,2018-05-26,2018-06-09,4508,False,14,True,True
203,2024-05-05,2024-05-18,1872,False,13,True,True
301,2024-05-21,2024-05-27,1908,False,6,False,False
202,2024-05-10,2024-05-20,1420,False,10,True,False
106,2016-12-03,2016-12-09,630,False,6,True,True
107,2018-12-25,2018-12-31,618,False,6,True,False
105,2017-02-08,2017-02-11,324,False,3,True,True
304,2019-05-19,2019-05-23,1252,False,4,True,True
106,2018-12-06,2018-12-14,728,False,8,False,False
107,2022-01-23,2022-01-25,198,False,2,False,True
107,2020-01-01,2020-01-08,714,False,7,True,True
105,2022-01-26,2022-02-08,1261,False,13,True,True
201,2016-10-24,2016-11-03,1480,False,10,True,True
105,2017-10-29,2017-10-31,216,False,2,False,False
102,2019-04-09,2019-04-10,94,False,1,False,False
104,2022-08-21,2022-09-01,1199,False,11,True,True
302,2024-09-27,2024-09-28,326,False,1,False,False
108,2017-09-21,2017-10-05,1302,False,14,True,True
305,2020-08-20,2020-09-01,4116,False,12,True,True
206,2017-09-15,2017-09-25,1420,False,10,True,True
302,2020-07-31,2020-08-05,1670,False,5,True,True
110,2020-05-09,2020-05-23,1372,False,14,False,False
301,2016-05-02,2016-05-09,2289,False,7,True,True
203,2016-11-25,2016-11-30,750,False,5,True,True
209,2024-05-08,2024-05-18,1430,True,10,False,False
203,2019-04-10,2019-04-18,1184,False,8,True,True
202,2015-06-04,2015-06-17,1924,False,13,True,True
208,2020-10-06,2020-10-12,888,False,6,False,False
201,2020-09-25,2020-09-28,432,False,3,False,False
108,2022-05-31,2022-06-05,520,False,5,True,False
109,2016-02-25,2016-03-03,665,False,7,True,True
210,2018-03-08,2018-03-11,438,False,3,True,True
101,2017-01-29,2017-02-11,1209,False,13,True,True
206,2024-10-04,2024-10-15,1606,False,11,False,False
110,2019-12-08,2019-12-19,1001,False,11,True,True
204,2019-05-27,2019-06-03,1050,False,7,False,False
107,2021-02-25,2021-03-06,837,False,9,True,True
102,2024-08-13,2024-08-23,910,False,10,False,False
207,2021-05-11,2021-05-21,1500,False,10,True,False
305,2019-04-08,2019-04-09,319,False,1,True,True
207,2015-11-13,2015-11-14,141,False,1,False,True
205,2023-10-17,2023-10-22,745,False,5,False,False
202,2016-12-22,2016-12-26,596,False,4,True,False
209,2022-01-27,2022-01-30,447,False,3,False,False
103,2020-07-22,2020-07-28,654,False,6,False,False
202,2022-02-01,2022-02-12,1595,False,11,True,True
302,2017-09-07,2017-09-15,2456,False,8,True,False
208,2022-01-03,2022-01-15,1788,False,12,True,True
209,2020-01-16,2020-01-21,735,False,5,True,False
207,2022-10-03,2022-10-04,150,False,1,False,False
101,2020-06-01,2020-06-02,99,False,1,True,True
305,2020-10-27,2020-11-07,3355,False,11,True,True
104,2020-02-27,2020-03-10,1212,False,12,True,True
202,2022-01-10,2022-01-11,142,False,1,False,False
102,2023-02-18,2023-02-24,648,False,6,True,True
210,2015-04-16,2015-04-30,2030,False,14,True,True
304,2016-09-05,2016-09-10,1555,False,5,False,True
101,2019-11-08,2019-11-17,981,False,9,True,True
201,2016-02-23,2016-03-08,2016,False,14,True,True
110,2022-06-18,2022-06-27,918,False,9,False,False
304,2018-06-14,2018-06-20,1860,False,6,False,True
207,2018-09-15,2018-09-18,432,False,3,False,False
302,2018-07-05,2018-07-06,344,False,1,False,False
107,2024-08-22,2024-08-23,104,False,1,False,False
209,2022-02-22,2022-03-03,1332,False,9,True,False
301,2018-01-06,2018-01-16,3170,False,10,False,False
303,2024-06-27,2024-07-05,2688,True,8,False,False
104,2019-07-09,2019-07-11,190,False,2,False,False
207,2018-07-25,2018-07-28,450,False,3,False,False
109,2022-04-10,2022-04-16,630,False,6,False,False
105,2017-01-29,2017-02-06,824,False,8,True,True
207,2020-06-25,2020-06-26,141,False,1,False,True
210,2023-07-10,2023-07-15,725,False,5,False,False
107,2015-05-28,2015-06-06,927,False,9,True,False
206,2017-07-03,2017-07-07,564,False,4,True,True
304,2023-10-07,2023-10-10,1026,False,3,True,True
105,2021-12-24,2021-12-26,210,False,2,False,False
109,2017-06-24,2017-07-08,1484,False,14,False,False
301,2019-08-06,2019-08-09,912,False,3,False,False
303,2024-08-30,2024-09-06,2366,False,7,True,True
202,2017-03-31,2017-04-05,735,False,5,True,True
305,2015-03-23,2015-03-30,2275,False,7,True,True
301,2017-06-24,2017-07-01,2275,False,7,True,False
105,2017-03-09,2017-03-14,550,False,5,False,True
302,2015-06-26,2015-07-06,3360,False,10,True,True
202,2024-03-25,2024-04-04,1420,False,10,True,True
201,2022-08-28,2022-08-29,148,False,1,False,False
209,2023-11-15,2023-11-27,1788,False,12,True,True
206,2016-02-01,2016-02-03,292,False,2,False,False
205,2017-06-15,2017-06-29,2016,True,14,True,True
106,2023-03-30,2023-04-07,784,False,8,True,True
209,2015-07-29,2015-08-10,1704,False,12,True,True
202,2018-11-27,2018-12-11,2002,False,14,True,True
102,2024-09-12,2024-09-15,324,False,3,False,False
202,2020-09-30,2020-10-10,1400,True,10,False,False
202,2023-05-21,2023-05-27,840,False,6,True,True
110,2021-07-17,2021-07-25,792,False,8,True,True
210,2024-01-07,2024-01-19,1728,False,12,True,True
210,2020-12-10,2020-12-14,596,False,4,True,True
205,2022-06-01,2022-06-12,1584,False,11,True,True
209,2016-05-07,2016-05-09,298,False,2,True,True
107,2017-06-01,2017-06-11,1070,False,10,True,True
303,2016-04-03,2016-04-07,1288,False,4,True,True
305,2021-12-06,2021-12-10,1288,False,4,True,True
301,2018-12-12,2018-12-15,939,False,3,False,False
210,2015-10-05,2015-10-12,1043,False,7,False,False
303,2016-02-03,2016-02-13,3210,False,10,True,True
107,2017-12-16,2017-12-26,1030,False,10,True,True
209,2023-06-07,2023-06-20,1937,False,13,True,True
303,2019-01-18,2019-01-20,636,False,2,True,True
303,2024-04-01,2024-04-07,1968,False,6,False,False
303,2022-05-08,2022-05-19,3366,False,11,True,True
208,2017-12-14,2017-12-23,1305,False,9,True,True
205,2020-11-17,2020-11-21,564,False,4,True,True
302,2015-10-14,2015-10-28,4480,False,14,False,False
302,2017-10-04,2017-10-08,1292,False,4,False,False
302,2015-11-21,2015-12-05,4858,False,14,False,True
103,2016-08-02,2016-08-11,864,False,9,False,True
301,2022-05-05,2022-05-16,3432,False,11,False,False
201,2017-04-05,2017-04-12,1050,False,7,True,True
302,2020-06-28,2020-06-29,331,False,1,False,False
108,2022-06-27,2022-07-11,1498,False,14,False,False
206,2024-10-24,2024-11-06,1846,False,13,True,True
103,2024-08-15,2024-08-20,530,False,5,False,False
208,2020-06-14,2020-06-16,298,False,2,False,False
109,2018-09-09,2018-09-23,1470,False,14,True,True
106,2020-12-28,2021-01-06,891,False,9,True,True
101,2023-10-28,2023-10-29,103,False,1,False,True
305,2016-09-17,2016-09-22,1730,False,5,False,False
105,2018-09-04,2018-09-14,1090,False,10,True,True
201,2015-07-03,2015-07-06,429,False,3,False,False
302,2017-01-27,2017-02-06,3090,False,10,True,False
201,2023-01-27,2023-02-07,1595,False,11,True,True
104,2018-11-29,2018-11-30,97,False,1,False,False
209,2022-05-30,2022-06-06,980,True,7,False,False
210,2016-05-18,2016-05-30,1740,False,12,False,False
303,2017-02-01,2017-02-05,1380,False,4,False,False
105,2020-07-28,2020-08-10,1339,False,13,False,False
301,2016-08-10,2016-08-13,909,False,3,False,True
101,2015-08-25,2015-08-28,312,False,3,True,False
208,2018-08-18,2018-08-19,141,False,1,False,True
207,2018-07-12,2018-07-19,1029,False,7,True,True
207,2016-12-05,2016-12-12,1050,False,7,False,False
303,2017-09-04,2017-09-18,4704,False,14,True,False
305,2016-11-07,2016-11-20,4030,False,13,False,False
202,2021-12-22,2021-12-25,426,False,3,False,False
205,2019-03-31,2019-04-09,1314,False,9,True,True
205,2018-06-25,2018-07-04,1287,False,9,True,True
205,2022-08-28,2022-08-29,140,False,1,False,True
103,2024-12-09,2024-12-20,1144,False,11,True,True
109,2016-08-22,2016-08-25,327,False,3,False,False
304,2021-03-03,2021-03-13,3230,False,10,False,True
101,2015-11-25,2015-12-05,1060,False,10,True,True
210,2021-07-10,2021-07-12,290,False,2,False,False
206,2017-09-27,2017-09-29,290,False,2,True,True
103,2023-05-03,2023-05-04,92,False,1,False,True
203,2022-07-21,2022-07-27,894,False,6,True,True
209,2024-12-30,2025-01-03,564,False,4,True,True
106,2024-06-11,2024-06-16,550,False,5,False,False
109,2016-12-19,2016-12-30,1045,False,11,False,False
105,2015-06-23,2015-07-04,1122,False,11,True,False
208,2018-01-09,2018-01-16,1029,False,7,False,False
103,2015-11-24,2015-11-26,184,False,2,False,True
208,2024-08-04,2024-08-13,1341,False,9,True,True
107,2017-11-18,2017-12-02,1442,False,14,True,True
108,2022-06-12,2022-06-18,624,False,6,False,True
210,2023-10-05,2023-10-19,2002,False,14,True,True
210,2020-07-04,2020-07-09,735,False,5,False,False
108,2022-11-16,2022-11-26,1050,False,10,True,True
210,2017-01-13,2017-01-23,1500,False,10,False,False
101,2017-11-26,2017-12-07,1012,False,11,True,True
108,2019-06-14,2019-06-21,658,False,7,True,True
304,2017-07-28,2017-08-02,1700,False,5,False,False
304,2024-02-07,2024-02-12,1550,False,5,True,True
108,2018-07-01,2018-07-07,636,False,6,True,True
210,2024-07-30,2024-08-02,435,False,3,False,False
102,2023-06-06,2023-06-08,202,False,2,False,False
201,2015-12-21,2015-12-31,1420,False,10,True,False
105,2023-10-27,2023-11-03,665,False,7,True,False
208,2017-08-09,2017-08-18,1332,False,9,True,True
204,2021-07-21,2021-07-26,725,True,5,True,True
109,2016-02-03,2016-02-05,204,False,2,False,False
301,2021-10-23,2021-10-30,2149,False,7,True,True
208,2024-07-18,2024-07-28,1470,False,10,True,True
207,2022-08-12,2022-08-18,840,False,6,False,False
207,2022-12-05,2022-12-19,2002,False,14,True,False
304,2019-08-21,2019-08-23,634,False,2,False,True
106,2021-12-04,2021-12-07,324,False,3,False,False
106,2023-07-25,2023-07-29,380,False,4,True,True
201,2024-03-24,2024-03-30,858,False,6,True,True
208,2021-03-11,2021-03-13,290,False,2,False,False
103,2020-12-21,2020-12-25,376,False,4,True,False
109,2019-01-14,2019-01-19,515,False,5,True,True
202,2023-05-27,2023-06-02,876,False,6,True,True
204,2017-10-21,2017-10-29,1136,False,8,True,True
210,2017-11-06,2017-11-19,1898,False,13,True,True
103,2025-01-29,2025-02-06,744,False,8,True,True
204,2017-04-28,2017-05-09,1573,False,11,False,False
203,2020-01-09,2020-01-15,900,False,6,False,False
108,2016-03-20,2016-03-24,396,False,4,True,True
302,2016-07-31,2016-08-05,1520,False,5,False,False
210,2016-03-08,2016-03-14,888,False,6,True,True
102,2019-06-22,2019-06-27,450,False,5,True,True
101,2020-05-15,2020-05-17,220,False,2,False,False
108,2015-06-20,2015-06-28,784,False,8,False,True
103,2017-11-09,2017-11-12,306,False,3,False,False
302,2023-12-21,2023-12-22,317,False,1,True,False
101,2018-05-12,2018-05-13,92,False,1,False,True
202,2018-12-23,2018-12-25,300,False,2,False,False
209,2021-04-18,2021-04-21,444,False,3,False,False
205,2024-12-06,2024-12-07,141,False,1,False,False
301,2016-05-10,2016-05-24,4312,False,14,True,True
205,2021-12-31,2022-01-04,564,False,4,False,True
110,2015-02-09,2015-02-12,279,False,3,True,True
104,2020-11-09,2020-11-12,276,False,3,False,False
205,2017-06-06,2017-06-08,290,False,2,False,True
305,2015-04-16,2015-04-23,2184,False,7,False,False
203,2023-04-01,2023-04-13,1680,False,12,False,False
205,2021-04-17,2021-04-27,1450,False,10,True,True
101,2016-07-19,2016-07-24,530,False,5,True,False
205,2019-05-29,2019-06-09,1540,False,11,True,True
206,2021-12-26,2022-01-05,1470,False,10,True,False
305,2022-05-27,2022-06-03,2205,False,7,False,False
201,2017-12-22,2017-12-31,1278,False,9,True,False
204,2020-04-29,2020-05-11,1740,False,12,True,True
210,2017-12-21,2017-12-22,143,False,1,False,False
303,2024-03-24,2024-03-25,331,False,1,True,True
208,2017-11-15,2017-11-24,1278,False,9,True,True
304,2020-10-04,2020-10-10,2064,False,6,True,True
108,2018-07-20,2018-07-31,1023,False,11,True,True
103,2017-05-08,2017-05-15,693,True,7,False,True
203,2018-07-25,2018-08-06,1776,False,12,True,True
210,2022-01-06,2022-01-19,1872,True,13,True,False
107,2023-12-09,2023-12-23,1498,False,14,True,True
303,2018-08-13,2018-08-21,2576,False,8,True,True
107,2016-06-04,2016-06-14,1040,False,10,True,True
210,2023-05-01,2023-05-15,2016,False,14,True,True
104,2016-10-12,2016-10-24,1104,False,12,False,True
110,2019-09-25,2019-09-27,188,False,2,False,False
304,2021-05-22,2021-06-01,3200,False,10,True,True
104,2017-06-09,2017-06-14,460,False,5,True,True
107,2016-02-06,2016-02-08,194,False,2,False,True
102,2018-02-17,2018-02-23,618,False,6,True,True
204,2017-11-14,2017-11-25,1617,False,11,True,True
210,2021-05-09,2021-05-22,1833,False,13,True,True
204,2023-08-07,2023-08-14,1015,False,7,False,False
104,2020-01-18,2020-01-22,396,False,4,True,True
103,2017-02-24,2017-03-03,644,False,7,False,True
305,2015-08-30,2015-09-04,1585,False,5,False,True
203,2019-06-10,2019-06-19,1350,False,9,True,False
104,2015-07-17,2015-07-30,1391,False,13,True,True
102,2017-09-08,2017-09-17,981,False,9,True,True
202,2023-12-13,2023-12-21,1128,False,8,True,True
102,2018-05-20,2018-05-24,376,False,4,True,True
106,2022-06-16,2022-06-25,981,False,9,True,True
110,2018-01-01,2018-01-15,1344,False,14,False,False
103,2020-05-27,2020-06-10,1288,False,14,True,True
110,2015-03-30,2015-04-01,206,False,2,False,False
102,2017-11-15,2017-11-19,368,False,4,False,False
201,2020-06-09,2020-06-13,576,False,4,False,True
207,2021-02-04,2021-02-11,994,False,7,True,True
109,2020-08-07,2020-08-15,720,False,8,True,True
107,2017-06-26,2017-07-09,1391,False,13,True,True
301,2023-10-17,2023-10-20,960,False,3,False,True
207,2017-09-07,2017-09-18,1573,False,11,True,True
106,2021-10-29,2021-11-07,909,False,9,True,False
207,2024-10-29,2024-11-05,1029,False,7,False,False
304,2017-12-25,2018-01-03,3123,True,9,True,True
206,2019-07-13,2019-07-25,1692,False,12,True,True
104,2024-01-01,2024-01-07,564,False,6,True,True
204,2021-12-16,2021-12-24,1176,False,8,False,False
305,2024-01-15,2024-01-17,672,False,2,True,True
103,2024-02-18,2024-02-20,194,False,2,False,False
201,2016-09-02,2016-09-16,1988,False,14,False,False
102,2016-08-05,2016-08-06,94,False,1,False,False
106,2024-03-01,2024-03-02,99,False,1,True,True
207,2017-01-10,2017-01-24,2072,False,14,True,True
110,2016-04-25,2016-04-27,220,False,2,False,False
105,2024-12-29,2025-01-06,800,False,8,True,False
205,2023-04-06,2023-04-19,1911,False,13,True,True
103,2022-07-11,2022-07-14,309,False,3,False,True
107,2023-02-10,2023-02-11,101,True,1,False,True
305,2015-07-29,2015-08-04,1920,False,6,True,True
207,2019-12-29,2020-01-01,450,False,3,False,False
201,2019-05-23,2019-05-24,147,False,1,False,False
304,2021-09-14,2021-09-27,4277,False,13,True,True
206,2022-11-28,2022-11-29,146,False,1,False,False
108,2016-07-22,2016-08-02,1188,False,11,False,False
108,2020-03-26,2020-04-07,1224,False,12,True,True
206,2022-06-13,2022-06-14,150,False,1,False,False
208,2019-12-19,2020-01-02,2016,False,14,True,True
303,2017-07-19,2017-07-23,1208,False,4,False,False
109,2024-07-13,2024-07-26,1196,False,13,True,True
206,2023-05-31,2023-06-02,292,False,2,False,True
207,2015-12-10,2015-12-16,858,False,6,True,True
301,2021-05-16,2021-05-24,2552,True,8,False,False
208,2019-05-20,2019-06-03,2002,False,14,False,False
110,2015-11-05,2015-11-18,1365,False,13,True,True
206,2017-12-27,2018-01-07,1650,False,11,False,False
108,2016-10-23,2016-11-01,990,False,9,True,True
208,2020-03-07,2020-03-19,1740,False,12,True,True
205,2023-12-10,2023-12-23,1833,False,13,True,True
207,2023-03-11,2023-03-14,444,False,3,False,False
102,2021-03-13,2021-03-19,648,False,6,False,False
105,2022-04-16,2022-04-22,648,False,6,False,False
208,2017-05-13,2017-05-18,750,False,5,True,True
201,2024-11-26,2024-12-01,735,False,5,False,False
205,2016-12-06,2016-12-18,1800,False,12,True,True
209,2023-02-12,2023-02-25,1820,False,13,True,True
101,2018-05-25,2018-05-26,93,False,1,True,False
206,2016-02-24,2016-02-28,592,False,4,True,True
109,2023-04-06,2023-04-16,950,False,10,True,False
303,2024-12-15,2024-12-20,1740,False,5,False,False
107,2022-09-27,2022-10-02,460,False,5,True,True
101,2019-06-12,2019-06-16,412,False,4,True,False
201,2016-06-17,2016-06-30,1820,False,13,False,False
109,2021-01-08,2021-01-22,1428,False,14,True,False
209,2017-11-06,2017-11-09,423,False,3,False,False
103,2018-01-26,2018-02-09,1316,False,14,True,True
303,2015-08-02,2015-08-12,3140,False,10,True,True
109,2020-10-14,2020-10-15,92,False,1,False,False
304,2015-05-16,2015-05-26,3250,False,10,True,True
304,2016-05-20,2016-05-27,2184,False,7,False,False
208,2020-05-09,2020-05-19,1460,False,10,True,True
101,2017-05-26,2017-06-09,1316,False,14,True,True
210,2020-01-12,2020-01-13,149,False,1,False,False
209,2020-10-19,2020-10-26,1029,False,7,True,False
102,2019-07-04,2019-07-12,816,False,8,True,False
201,2015-06-14,2015-06-17,450,False,3,True,True
103,2023-07-01,2023-07-14,1352,False,13,True,True
209,2015-09-05,2015-09-14,1350,False,9,True,False
302,2015-03-21,2015-03-22,341,False,1,False,False
110,2018-04-13,2018-04-26,1378,False,13,True,True
305,2021-03-06,2021-03-08,660,False,2,False,False
203,2024-10-19,2024-11-01,1898,False,13,True,True
207,2022-01-18,2022-01-27,1314,False,9,True,True
109,2023-11-04,2023-11-15,1001,False,11,True,True
209,2019-05-12,2019-05-14,298,False,2,True,True
305,2024-12-21,2024-12-22,320,True,1,False,False
101,2024-06-17,2024-07-01,1512,False,14,True,True
202,2023-10-16,2023-10-25,1287,False,9,True,True
104,2018-09-25,2018-10-08,1404,False,13,True,True
205,2022-07-25,2022-07-30,710,False,5,True,True
207,2015-09-22,2015-10-06,2002,False,14,True,True
101,2018-06-13,2018-06-20,693,False,7,True,True
105,2021-02-12,2021-02-23,1166,True,11,False,False
206,2020-01-21,2020-01-22,145,False,1,False,False
103,2017-11-01,2017-11-04,294,False,3,True,True
301,2017-11-04,2017-11-08,1384,False,4,False,False
